year,country_id,sex_id,age_group_id,count
1994,172,2,6,NULL
1995,172,2,6,24.0
1996,172,2,6,49.0
1997,172,2,6,39.0
1998,172,2,6,43.0
1999,172,2,6,NULL
2000,172,2,6,49.0
2001,172,2,6,61.0
2002,172,2,6,48.0
2003,172,2,6,77.0
2004,172,2,6,89.0
2005,172,2,6,114.0
2006,172,2,6,111.0
2007,172,2,6,143.0
2008,172,2,6,153.0
1990,173,2,6,NULL
1991,173,2,6,NULL
1993,173,2,6,NULL
1994,173,2,6,NULL
1995,173,2,6,NULL
1996,173,2,6,NULL
1997,173,2,6,0.0
1998,173,2,6,NULL
1999,173,2,6,NULL
2000,173,2,6,NULL
2001,173,2,6,NULL
2002,173,2,6,NULL
2003,173,2,6,0.0
2004,173,2,6,0.0
2006,173,2,6,NULL
2007,173,2,6,NULL
2008,173,2,6,NULL
1980,174,2,6,NULL
1981,174,2,6,NULL
1982,174,2,6,NULL
1983,174,2,6,NULL
1985,174,2,6,NULL
1986,174,2,6,NULL
1987,174,2,6,NULL
1988,174,2,6,NULL
1989,174,2,6,NULL
1990,174,2,6,NULL
1991,174,2,6,NULL
1992,174,2,6,NULL
1993,174,2,6,NULL
1994,174,2,6,NULL
1995,174,2,6,126.0
1996,174,2,6,121.0
1997,174,2,6,87.0
1998,174,2,6,98.0
1999,174,2,6,106.0
2000,174,2,6,107.0
2001,174,2,6,113.0
2002,174,2,6,118.0
2003,174,2,6,122.0
2004,174,2,6,139.0
2005,174,2,6,116.0
2006,174,2,6,124.0
2007,174,2,6,121.0
2008,174,2,6,148.0
1983,175,2,6,NULL
1984,175,2,6,NULL
1985,175,2,6,NULL
1986,175,2,6,NULL
1987,175,2,6,NULL
1988,175,2,6,NULL
1989,175,2,6,NULL
1994,175,2,6,NULL
1995,175,2,6,25.0
1996,175,2,6,38.0
1997,175,2,6,56.0
1998,175,2,6,74.0
1999,175,2,6,74.0
2000,175,2,6,72.0
2001,175,2,6,97.0
2002,175,2,6,111.0
2003,175,2,6,161.0
2004,175,2,6,157.0
2005,175,2,6,212.0
2006,175,2,6,171.0
2007,175,2,6,181.0
2008,175,2,6,191.0
1980,176,2,6,NULL
1981,176,2,6,NULL
1982,176,2,6,NULL
1983,176,2,6,NULL
1984,176,2,6,NULL
1985,176,2,6,NULL
1986,176,2,6,NULL
1987,176,2,6,NULL
1988,176,2,6,NULL
1989,176,2,6,NULL
1990,176,2,6,NULL
1991,176,2,6,NULL
1992,176,2,6,NULL
1993,176,2,6,NULL
1994,176,2,6,NULL
1995,176,2,6,NULL
1996,176,2,6,3.0
1997,176,2,6,0.0
1998,176,2,6,NULL
1999,176,2,6,NULL
2000,176,2,6,1.0
2001,176,2,6,0.0
2002,176,2,6,0.0
2003,176,2,6,1.0
2004,176,2,6,1.0
2005,176,2,6,1.0
2006,176,2,6,0.0
2007,176,2,6,NULL
2008,176,2,6,NULL
1980,177,2,6,NULL
1981,177,2,6,NULL
1982,177,2,6,NULL
1983,177,2,6,NULL
1984,177,2,6,NULL
1985,177,2,6,NULL
1986,177,2,6,NULL
1987,177,2,6,NULL
1988,177,2,6,NULL
1990,177,2,6,NULL
1991,177,2,6,NULL
1993,177,2,6,NULL
1994,177,2,6,NULL
1998,177,2,6,NULL
1999,177,2,6,NULL
2000,177,2,6,4.0
2001,177,2,6,6.0
2002,177,2,6,2.0
2003,177,2,6,0.0
2004,177,2,6,1.0
2005,177,2,6,3.0
2006,177,2,6,1.0
2007,177,2,6,5.0
2008,177,2,6,0.0
1980,178,2,6,NULL
1981,178,2,6,NULL
1982,178,2,6,NULL
1983,178,2,6,NULL
1984,178,2,6,NULL
1985,178,2,6,NULL
1986,178,2,6,NULL
1987,178,2,6,NULL
1988,178,2,6,NULL
1989,178,2,6,NULL
1990,178,2,6,NULL
1991,178,2,6,NULL
1992,178,2,6,NULL
1993,178,2,6,NULL
1994,178,2,6,NULL
1995,178,2,6,NULL
1996,178,2,6,38.0
1997,178,2,6,42.0
1998,178,2,6,43.0
1999,178,2,6,44.0
2000,178,2,6,39.0
2001,178,2,6,53.0
2002,178,2,6,51.0
2003,178,2,6,44.0
2004,178,2,6,48.0
2005,178,2,6,42.0
2006,178,2,6,38.0
2007,178,2,6,33.0
2008,178,2,6,40.0
1980,179,2,6,NULL
1981,179,2,6,NULL
1982,179,2,6,NULL
1983,179,2,6,NULL
1984,179,2,6,NULL
1985,179,2,6,NULL
1986,179,2,6,NULL
1987,179,2,6,NULL
1988,179,2,6,NULL
1989,179,2,6,NULL
1990,179,2,6,NULL
1991,179,2,6,NULL
1992,179,2,6,NULL
1994,179,2,6,NULL
1995,179,2,6,37.0
1996,179,2,6,45.0
1997,179,2,6,36.0
1998,179,2,6,18.0
1999,179,2,6,NULL
2000,179,2,6,38.0
2001,179,2,6,42.0
2002,179,2,6,31.0
2003,179,2,6,33.0
2004,179,2,6,59.0
2005,179,2,6,32.0
2006,179,2,6,39.0
2007,179,2,6,30.0
2008,179,2,6,29.0
1981,180,2,6,NULL
1982,180,2,6,NULL
1983,180,2,6,NULL
1987,180,2,6,NULL
1988,180,2,6,NULL
1989,180,2,6,NULL
1991,180,2,6,NULL
1993,180,2,6,NULL
1995,180,2,6,8.0
1996,180,2,6,58.0
1997,180,2,6,NULL
1998,180,2,6,NULL
1999,180,2,6,NULL
2000,180,2,6,24.0
2001,180,2,6,18.0
2002,180,2,6,13.0
2003,180,2,6,20.0
2004,180,2,6,19.0
2005,180,2,6,21.0
2006,180,2,6,48.0
2007,180,2,6,39.0
2008,180,2,6,57.0
1980,181,2,6,NULL
1981,181,2,6,NULL
1982,181,2,6,NULL
1983,181,2,6,NULL
1984,181,2,6,NULL
1985,181,2,6,NULL
1986,181,2,6,NULL
1987,181,2,6,NULL
1990,181,2,6,NULL
1991,181,2,6,NULL
1992,181,2,6,NULL
1993,181,2,6,NULL
1998,181,2,6,NULL
1999,181,2,6,NULL
2000,181,2,6,NULL
2001,181,2,6,NULL
2002,181,2,6,NULL
2003,181,2,6,0.0
2005,181,2,6,NULL
2006,181,2,6,1.0
2007,181,2,6,NULL
2008,181,2,6,NULL
1980,182,2,6,NULL
1981,182,2,6,NULL
1982,182,2,6,NULL
1983,182,2,6,NULL
1984,182,2,6,NULL
1985,182,2,6,NULL
1986,182,2,6,NULL
1987,182,2,6,NULL
1988,182,2,6,NULL
1989,182,2,6,NULL
1990,182,2,6,NULL
1991,182,2,6,NULL
1992,182,2,6,NULL
1993,182,2,6,NULL
1994,182,2,6,NULL
1995,182,2,6,NULL
1996,182,2,6,NULL
1997,182,2,6,NULL
1998,182,2,6,NULL
1999,182,2,6,16.0
2002,182,2,6,18.0
2003,182,2,6,151.0
2004,182,2,6,25.0
2005,182,2,6,59.0
2006,182,2,6,NULL
2007,182,2,6,NULL
2008,182,2,6,NULL
1980,183,2,6,NULL
1981,183,2,6,NULL
1982,183,2,6,NULL
1983,183,2,6,NULL
1984,183,2,6,NULL
1985,183,2,6,NULL
1986,183,2,6,NULL
1987,183,2,6,NULL
1988,183,2,6,NULL
1989,183,2,6,NULL
1990,183,2,6,NULL
1991,183,2,6,NULL
1992,183,2,6,NULL
1993,183,2,6,NULL
1994,183,2,6,NULL
1995,183,2,6,23.0
1996,183,2,6,15.0
1997,183,2,6,NULL
1998,183,2,6,17.0
1999,183,2,6,25.0
2000,183,2,6,24.0
2001,183,2,6,NULL
2002,183,2,6,29.0
2003,183,2,6,26.0
2004,183,2,6,37.0
2005,183,2,6,41.0
2006,183,2,6,58.0
2007,183,2,6,35.0
2008,183,2,6,47.0
1980,184,2,6,NULL
1981,184,2,6,NULL
1982,184,2,6,NULL
1983,184,2,6,NULL
1984,184,2,6,NULL
1985,184,2,6,NULL
1986,184,2,6,NULL
1987,184,2,6,NULL
1988,184,2,6,NULL
1989,184,2,6,NULL
1990,184,2,6,NULL
1991,184,2,6,NULL
1992,184,2,6,NULL
1993,184,2,6,NULL
1994,184,2,6,NULL
1995,184,2,6,1175.0
1996,184,2,6,918.0
1997,184,2,6,633.0
1998,184,2,6,475.0
1999,184,2,6,879.0
2000,184,2,6,1016.0
2001,184,2,6,1265.0
2002,184,2,6,1307.0
2003,184,2,6,1264.0
2004,184,2,6,1203.0
2005,184,2,6,1259.0
2006,184,2,6,1287.0
2007,184,2,6,1281.0
2008,184,2,6,1276.0
1980,185,2,6,NULL
1981,185,2,6,NULL
1982,185,2,6,NULL
1983,185,2,6,NULL
1984,185,2,6,NULL
1985,185,2,6,NULL
1986,185,2,6,NULL
1987,185,2,6,NULL
1988,185,2,6,NULL
1989,185,2,6,NULL
1990,185,2,6,NULL
1991,185,2,6,NULL
1992,185,2,6,NULL
1993,185,2,6,NULL
1994,185,2,6,NULL
1995,185,2,6,NULL
1996,185,2,6,11.0
1997,185,2,6,12.0
1998,185,2,6,10.0
1999,185,2,6,NULL
2000,185,2,6,NULL
2001,185,2,6,11.0
2002,185,2,6,15.0
2003,185,2,6,NULL
2004,185,2,6,17.0
2005,185,2,6,43.0
2006,185,2,6,NULL
2007,185,2,6,61.0
2008,185,2,6,40.0
1980,186,2,6,NULL
1981,186,2,6,NULL
1982,186,2,6,NULL
1983,186,2,6,NULL
1984,186,2,6,NULL
1985,186,2,6,NULL
1986,186,2,6,NULL
1987,186,2,6,NULL
1988,186,2,6,NULL
1989,186,2,6,NULL
1990,186,2,6,NULL
1991,186,2,6,NULL
1992,186,2,6,NULL
1994,186,2,6,NULL
1995,186,2,6,NULL
1996,186,2,6,NULL
1999,186,2,6,NULL
2000,186,2,6,NULL
2001,186,2,6,NULL
2002,186,2,6,NULL
2003,186,2,6,NULL
2004,186,2,6,NULL
2005,186,2,6,NULL
2006,186,2,6,NULL
2007,186,2,6,0.0
2008,186,2,6,3.0
2001,187,2,6,NULL
2002,187,2,6,40.0
2003,187,2,6,43.0
2004,187,2,6,27.0
2005,187,2,6,18.0
2006,187,2,6,34.0
2007,187,2,6,36.0
2008,187,2,6,35.0
1980,188,2,6,NULL
1981,188,2,6,NULL
1982,188,2,6,NULL
1983,188,2,6,NULL
1984,188,2,6,NULL
1985,188,2,6,NULL
1986,188,2,6,NULL
1987,188,2,6,NULL
1988,188,2,6,NULL
1989,188,2,6,NULL
1990,188,2,6,NULL
1991,188,2,6,NULL
1992,188,2,6,NULL
1993,188,2,6,NULL
1995,188,2,6,25.0
1996,188,2,6,19.0
1997,188,2,6,45.0
1998,188,2,6,16.0
1999,188,2,6,27.0
2000,188,2,6,34.0
2001,188,2,6,32.0
2002,188,2,6,34.0
2003,188,2,6,21.0
2004,188,2,6,26.0
2005,188,2,6,27.0
2006,188,2,6,24.0
2007,188,2,6,36.0
2008,188,2,6,29.0
1980,189,2,6,NULL
1981,189,2,6,NULL
1982,189,2,6,NULL
1983,189,2,6,NULL
1984,189,2,6,NULL
1985,189,2,6,NULL
1986,189,2,6,NULL
1987,189,2,6,NULL
1988,189,2,6,NULL
1989,189,2,6,NULL
1990,189,2,6,NULL
1991,189,2,6,NULL
1992,189,2,6,NULL
1993,189,2,6,NULL
1994,189,2,6,NULL
1995,189,2,6,NULL
1996,189,2,6,NULL
1997,189,2,6,NULL
1998,189,2,6,43.0
1999,189,2,6,29.0
2000,189,2,6,21.0
2001,189,2,6,42.0
2002,189,2,6,34.0
2003,189,2,6,24.0
2004,189,2,6,19.0
2005,189,2,6,16.0
2006,189,2,6,33.0
2007,189,2,6,29.0
2008,189,2,6,18.0
1980,190,2,6,NULL
1981,190,2,6,NULL
1982,190,2,6,NULL
1983,190,2,6,NULL
1984,190,2,6,NULL
1985,190,2,6,NULL
1986,190,2,6,NULL
1987,190,2,6,NULL
1988,190,2,6,NULL
1989,190,2,6,NULL
1990,190,2,6,NULL
1991,190,2,6,NULL
1992,190,2,6,NULL
1993,190,2,6,NULL
1994,190,2,6,NULL
1995,190,2,6,2.0
1996,190,2,6,1.0
1997,190,2,6,0.0
1998,190,2,6,1.0
1999,190,2,6,2.0
2000,190,2,6,1.0
2001,190,2,6,0.0
2002,190,2,6,1.0
2003,190,2,6,2.0
2004,190,2,6,NULL
2005,190,2,6,2.0
2006,190,2,6,0.0
2007,190,2,6,0.0
2008,190,2,6,2.0
1980,191,2,6,NULL
1981,191,2,6,NULL
1982,191,2,6,NULL
1983,191,2,6,NULL
1984,191,2,6,NULL
1985,191,2,6,NULL
1986,191,2,6,NULL
1987,191,2,6,NULL
1988,191,2,6,NULL
1989,191,2,6,NULL
1990,191,2,6,NULL
1991,191,2,6,NULL
1992,191,2,6,NULL
1995,191,2,6,NULL
1996,191,2,6,NULL
1997,191,2,6,NULL
1998,191,2,6,NULL
1999,191,2,6,NULL
2000,191,2,6,NULL
2001,191,2,6,NULL
2002,191,2,6,NULL
2003,191,2,6,NULL
2004,191,2,6,7.0
2005,191,2,6,166.0
2006,191,2,6,149.0
2007,191,2,6,128.0
2008,191,2,6,139.0
1980,192,2,6,NULL
1981,192,2,6,NULL
1982,192,2,6,NULL
1983,192,2,6,NULL
1984,192,2,6,NULL
1985,192,2,6,NULL
1986,192,2,6,NULL
1987,192,2,6,NULL
1988,192,2,6,NULL
1989,192,2,6,NULL
1990,192,2,6,NULL
1991,192,2,6,NULL
1992,192,2,6,NULL
1993,192,2,6,NULL
1994,192,2,6,NULL
1995,192,2,6,3.0
1996,192,2,6,1.0
1997,192,2,6,NULL
1998,192,2,6,5.0
1999,192,2,6,4.0
2000,192,2,6,2.0
2001,192,2,6,9.0
2002,192,2,6,0.0
2003,192,2,6,1.0
2004,192,2,6,1.0
2005,192,2,6,4.0
2006,192,2,6,8.0
2007,192,2,6,3.0
2008,192,2,6,4.0
1980,193,2,6,NULL
1981,193,2,6,NULL
1982,193,2,6,NULL
1983,193,2,6,NULL
1984,193,2,6,NULL
1985,193,2,6,NULL
1986,193,2,6,NULL
1987,193,2,6,NULL
1988,193,2,6,NULL
1989,193,2,6,NULL
1990,193,2,6,NULL
1991,193,2,6,NULL
1992,193,2,6,NULL
1993,193,2,6,NULL
1994,193,2,6,NULL
1995,193,2,6,1.0
1997,193,2,6,NULL
1998,193,2,6,NULL
1999,193,2,6,NULL
2000,193,2,6,NULL
2001,193,2,6,NULL
2002,193,2,6,NULL
2003,193,2,6,0.0
2004,193,2,6,NULL
2005,193,2,6,2.0
2006,193,2,6,0.0
2007,193,2,6,3.0
2008,193,2,6,0.0
1980,194,2,6,NULL
1981,194,2,6,NULL
1982,194,2,6,NULL
1983,194,2,6,NULL
1984,194,2,6,NULL
1985,194,2,6,NULL
1986,194,2,6,NULL
1987,194,2,6,NULL
1988,194,2,6,NULL
1989,194,2,6,NULL
1990,194,2,6,NULL
1991,194,2,6,NULL
1992,194,2,6,NULL
1993,194,2,6,NULL
1994,194,2,6,NULL
1995,194,2,6,380.0
1996,194,2,6,472.0
1997,194,2,6,501.0
1998,194,2,6,466.0
1999,194,2,6,501.0
2000,194,2,6,494.0
2001,194,2,6,522.0
2002,194,2,6,475.0
2003,194,2,6,509.0
2004,194,2,6,544.0
2005,194,2,6,547.0
2006,194,2,6,507.0
2007,194,2,6,535.0
2008,194,2,6,564.0
1980,195,2,6,NULL
1981,195,2,6,NULL
1982,195,2,6,NULL
1983,195,2,6,NULL
1984,195,2,6,NULL
1985,195,2,6,NULL
1986,195,2,6,NULL
1987,195,2,6,NULL
1988,195,2,6,NULL
1989,195,2,6,NULL
1990,195,2,6,NULL
1991,195,2,6,NULL
1992,195,2,6,NULL
1993,195,2,6,NULL
1994,195,2,6,NULL
1995,195,2,6,185.0
1996,195,2,6,192.0
1997,195,2,6,126.0
1998,195,2,6,194.0
1999,195,2,6,222.0
2000,195,2,6,218.0
2001,195,2,6,235.0
2002,195,2,6,NULL
2003,195,2,6,221.0
2004,195,2,6,NULL
2005,195,2,6,NULL
2006,195,2,6,246.0
2007,195,2,6,438.0
2008,195,2,6,255.0
1980,196,2,6,NULL
1981,196,2,6,NULL
1982,196,2,6,NULL
1983,196,2,6,NULL
1986,196,2,6,NULL
1987,196,2,6,NULL
1988,196,2,6,NULL
1989,196,2,6,NULL
1990,196,2,6,NULL
1991,196,2,6,NULL
1992,196,2,6,NULL
1993,196,2,6,NULL
1994,196,2,6,NULL
1995,196,2,6,312.0
1996,196,2,6,379.0
1997,196,2,6,379.0
1998,196,2,6,395.0
1999,196,2,6,331.0
2000,196,2,6,316.0
2001,196,2,6,292.0
2002,196,2,6,374.0
2003,196,2,6,356.0
2004,196,2,6,358.0
2005,196,2,6,389.0
2006,196,2,6,332.0
2007,196,2,6,382.0
2008,196,2,6,314.0
1980,197,2,6,NULL
1981,197,2,6,NULL
1982,197,2,6,NULL
1983,197,2,6,NULL
1984,197,2,6,NULL
1985,197,2,6,NULL
1986,197,2,6,NULL
1987,197,2,6,NULL
1988,197,2,6,NULL
1989,197,2,6,NULL
1990,197,2,6,NULL
1991,197,2,6,NULL
1992,197,2,6,NULL
1993,197,2,6,NULL
1994,197,2,6,NULL
1995,197,2,6,202.0
1996,197,2,6,217.0
1997,197,2,6,201.0
1998,197,2,6,179.0
1999,197,2,6,244.0
2000,197,2,6,152.0
2001,197,2,6,176.0
2002,197,2,6,167.0
2003,197,2,6,169.0
2004,197,2,6,166.0
2005,197,2,6,161.0
2006,197,2,6,146.0
2007,197,2,6,135.0
2008,197,2,6,172.0
1980,198,2,6,NULL
1981,198,2,6,NULL
1982,198,2,6,NULL
1983,198,2,6,NULL
1984,198,2,6,NULL
1985,198,2,6,NULL
1986,198,2,6,NULL
1987,198,2,6,NULL
1988,198,2,6,NULL
1989,198,2,6,NULL
1990,198,2,6,NULL
1991,198,2,6,NULL
1992,198,2,6,NULL
1993,198,2,6,NULL
1994,198,2,6,NULL
1995,198,2,6,9.0
1996,198,2,6,10.0
1997,198,2,6,8.0
1998,198,2,6,6.0
1999,198,2,6,11.0
2000,198,2,6,12.0
2001,198,2,6,3.0
2002,198,2,6,11.0
2003,198,2,6,6.0
2004,198,2,6,11.0
2005,198,2,6,8.0
2006,198,2,6,11.0
2007,198,2,6,7.0
2008,198,2,6,13.0
1980,199,2,6,NULL
1981,199,2,6,NULL
1982,199,2,6,NULL
1983,199,2,6,NULL
1984,199,2,6,NULL
1985,199,2,6,NULL
1986,199,2,6,NULL
1987,199,2,6,NULL
1988,199,2,6,NULL
1989,199,2,6,NULL
1990,199,2,6,NULL
1992,199,2,6,NULL
1993,199,2,6,NULL
1994,199,2,6,NULL
1995,199,2,6,NULL
1996,199,2,6,149.0
1997,199,2,6,NULL
1998,199,2,6,1.0
1999,199,2,6,136.0
2000,199,2,6,112.0
2001,199,2,6,216.0
2002,199,2,6,96.0
2003,199,2,6,172.0
2004,199,2,6,211.0
2005,199,2,6,217.0
2006,199,2,6,224.0
2007,199,2,6,235.0
2008,199,2,6,227.0
1980,200,2,6,NULL
1981,200,2,6,NULL
1982,200,2,6,NULL
1983,200,2,6,NULL
1984,200,2,6,NULL
1985,200,2,6,NULL
1986,200,2,6,NULL
1987,200,2,6,NULL
1988,200,2,6,NULL
1989,200,2,6,NULL
1990,200,2,6,NULL
1991,200,2,6,NULL
1992,200,2,6,NULL
1993,200,2,6,NULL
1994,200,2,6,NULL
1995,200,2,6,NULL
1996,200,2,6,NULL
1997,200,2,6,NULL
1998,200,2,6,NULL
1999,200,2,6,NULL
2000,200,2,6,0.0
2001,200,2,6,NULL
2002,200,2,6,NULL
2003,200,2,6,NULL
2004,200,2,6,NULL
2005,200,2,6,0.0
2006,200,2,6,NULL
2007,200,2,6,0.0
2008,200,2,6,NULL
1980,201,2,6,NULL
1981,201,2,6,NULL
1982,201,2,6,NULL
1983,201,2,6,NULL
1984,201,2,6,NULL
1985,201,2,6,NULL
1986,201,2,6,NULL
1987,201,2,6,NULL
1988,201,2,6,NULL
1989,201,2,6,NULL
1990,201,2,6,NULL
1991,201,2,6,NULL
1992,201,2,6,NULL
1993,201,2,6,NULL
1994,201,2,6,NULL
1995,201,2,6,NULL
1996,201,2,6,NULL
1997,201,2,6,NULL
1998,201,2,6,NULL
1999,201,2,6,134.0
2000,201,2,6,NULL
2001,201,2,6,NULL
2002,201,2,6,123.0
2003,201,2,6,140.0
2004,201,2,6,135.0
2005,201,2,6,146.0
2006,201,2,6,140.0
2007,201,2,6,147.0
2008,201,2,6,146.0
1997,202,2,6,NULL
2000,202,2,6,NULL
2001,202,2,6,NULL
2002,202,2,6,NULL
2003,202,2,6,NULL
2004,202,2,6,NULL
2005,202,2,6,NULL
2006,202,2,6,NULL
2007,202,2,6,NULL
2008,202,2,6,NULL
1980,203,2,6,NULL
1981,203,2,6,NULL
1982,203,2,6,NULL
1983,203,2,6,NULL
1984,203,2,6,NULL
1985,203,2,6,NULL
1986,203,2,6,NULL
1987,203,2,6,NULL
1988,203,2,6,NULL
1989,203,2,6,NULL
1990,203,2,6,NULL
1991,203,2,6,NULL
1994,203,2,6,NULL
1995,203,2,6,NULL
1996,203,2,6,0.0
2006,203,2,6,NULL
2007,203,2,6,NULL
2008,203,2,6,NULL
1980,204,2,6,NULL
1981,204,2,6,NULL
1982,204,2,6,NULL
1983,204,2,6,NULL
1984,204,2,6,NULL
1985,204,2,6,NULL
1986,204,2,6,NULL
1987,204,2,6,NULL
1988,204,2,6,NULL
1989,204,2,6,NULL
1990,204,2,6,NULL
1991,204,2,6,NULL
1992,204,2,6,NULL
1993,204,2,6,NULL
1994,204,2,6,NULL
1995,204,2,6,NULL
1996,204,2,6,3360.0
1997,204,2,6,3614.0
1998,204,2,6,3296.0
1999,204,2,6,3034.0
2000,204,2,6,2847.0
2001,204,2,6,2530.0
2002,204,2,6,2409.0
2003,204,2,6,2283.0
2004,204,2,6,2226.0
2005,204,2,6,2023.0
2006,204,2,6,1996.0
2007,204,2,6,1891.0
2008,204,2,6,1858.0
1980,205,2,6,NULL
1981,205,2,6,NULL
1982,205,2,6,NULL
1983,205,2,6,NULL
1984,205,2,6,NULL
1985,205,2,6,NULL
1986,205,2,6,NULL
1987,205,2,6,NULL
1988,205,2,6,NULL
1989,205,2,6,NULL
1990,205,2,6,NULL
1991,205,2,6,NULL
1992,205,2,6,NULL
1993,205,2,6,NULL
1994,205,2,6,NULL
1995,205,2,6,0.0
1996,205,2,6,4.0
1997,205,2,6,NULL
1998,205,2,6,0.0
1999,205,2,6,0.0
2000,205,2,6,3.0
2001,205,2,6,1.0
2002,205,2,6,3.0
2003,205,2,6,1.0
2004,205,2,6,2.0
2005,205,2,6,1.0
2006,205,2,6,0.0
2007,205,2,6,1.0
2008,205,2,6,5.0
1980,206,2,6,NULL
1981,206,2,6,NULL
1982,206,2,6,NULL
1983,206,2,6,NULL
1984,206,2,6,NULL
1985,206,2,6,NULL
1987,206,2,6,NULL
1988,206,2,6,NULL
1989,206,2,6,NULL
1991,206,2,6,NULL
1992,206,2,6,NULL
1993,206,2,6,NULL
1994,206,2,6,NULL
1995,206,2,6,NULL
1996,206,2,6,0.0
1997,206,2,6,0.0
2001,206,2,6,NULL
2002,206,2,6,2.0
2003,206,2,6,0.0
2004,206,2,6,NULL
2005,206,2,6,NULL
2006,206,2,6,NULL
2007,206,2,6,0.0
2008,206,2,6,NULL
1980,207,2,6,NULL
1981,207,2,6,NULL
1982,207,2,6,NULL
1983,207,2,6,NULL
1984,207,2,6,NULL
1985,207,2,6,NULL
1986,207,2,6,NULL
1987,207,2,6,NULL
1988,207,2,6,NULL
1989,207,2,6,NULL
1990,207,2,6,NULL
1991,207,2,6,NULL
1992,207,2,6,NULL
1993,207,2,6,NULL
1994,207,2,6,NULL
1995,207,2,6,1.0
1996,207,2,6,0.0
1997,207,2,6,2.0
1998,207,2,6,0.0
1999,207,2,6,0.0
2000,207,2,6,0.0
2001,207,2,6,1.0
2002,207,2,6,0.0
2003,207,2,6,2.0
2004,207,2,6,NULL
2005,207,2,6,1.0
2006,207,2,6,NULL
2007,207,2,6,NULL
2008,207,2,6,0.0
1988,209,2,6,NULL
1989,209,2,6,NULL
1990,209,2,6,NULL
1991,209,2,6,NULL
1992,209,2,6,NULL
1993,209,2,6,NULL
1994,209,2,6,NULL
1995,209,2,6,106.0
1996,209,2,6,14.0
1997,209,2,6,71.0
1998,209,2,6,158.0
1999,209,2,6,120.0
2000,209,2,6,247.0
2001,209,2,6,192.0
2002,209,2,6,122.0
2003,209,2,6,114.0
2004,209,2,6,86.0
2005,209,2,6,85.0
2006,209,2,6,73.0
2007,209,2,6,113.0
2008,209,2,6,102.0
1980,210,2,6,NULL
1981,210,2,6,NULL
1982,210,2,6,NULL
1983,210,2,6,NULL
1984,210,2,6,NULL
1985,210,2,6,NULL
1986,210,2,6,NULL
1987,210,2,6,NULL
1988,210,2,6,NULL
1989,210,2,6,NULL
1990,210,2,6,NULL
1991,210,2,6,NULL
1992,210,2,6,NULL
1993,210,2,6,NULL
1994,210,2,6,NULL
1995,210,2,6,158.0
1996,210,2,6,217.0
1997,210,2,6,239.0
1998,210,2,6,NULL
1999,210,2,6,NULL
2000,210,2,6,NULL
2001,210,2,6,23.0
2002,210,2,6,19.0
2003,210,2,6,20.0
2004,210,2,6,41.0
1980,211,2,6,NULL
1981,211,2,6,NULL
1982,211,2,6,NULL
1983,211,2,6,NULL
1984,211,2,6,NULL
1985,211,2,6,NULL
1986,211,2,6,NULL
1987,211,2,6,NULL
1988,211,2,6,NULL
1989,211,2,6,NULL
1990,211,2,6,NULL
1991,211,2,6,NULL
1992,211,2,6,NULL
1993,211,2,6,NULL
1994,211,2,6,NULL
1995,211,2,6,NULL
1996,211,2,6,NULL
1997,211,2,6,NULL
1998,211,2,6,NULL
1999,211,2,6,159.0
2000,211,2,6,167.0
2001,211,2,6,295.0
2002,211,2,6,1076.0
2003,211,2,6,1972.0
2004,211,2,6,2182.0
2005,211,2,6,2352.0
2006,211,2,6,2550.0
2007,211,2,6,2964.0
2008,211,2,6,3234.0
1980,212,2,6,NULL
1981,212,2,6,NULL
1982,212,2,6,NULL
1983,212,2,6,NULL
1984,212,2,6,NULL
1985,212,2,6,NULL
1986,212,2,6,NULL
1987,212,2,6,NULL
1988,212,2,6,NULL
1989,212,2,6,NULL
1990,212,2,6,NULL
1991,212,2,6,NULL
1992,212,2,6,NULL
1993,212,2,6,NULL
1994,212,2,6,NULL
1995,212,2,6,117.0
1996,212,2,6,NULL
1999,212,2,6,NULL
2000,212,2,6,112.0
2001,212,2,6,NULL
2002,212,2,6,297.0
2003,212,2,6,297.0
2004,212,2,6,245.0
2005,212,2,6,235.0
2006,212,2,6,207.0
2007,212,2,6,244.0
2008,212,2,6,187.0
1980,213,2,6,NULL
1981,213,2,6,NULL
1982,213,2,6,NULL
1983,213,2,6,NULL
1984,213,2,6,NULL
1985,213,2,6,NULL
1986,213,2,6,NULL
1987,213,2,6,NULL
1988,213,2,6,NULL
1989,213,2,6,NULL
1990,213,2,6,NULL
1991,213,2,6,NULL
1992,213,2,6,NULL
1993,213,2,6,NULL
1994,213,2,6,NULL
1995,213,2,6,NULL
1996,213,2,6,NULL
1997,213,2,6,NULL
1998,213,2,6,NULL
1999,213,2,6,NULL
2000,213,2,6,NULL
2001,213,2,6,NULL
2002,213,2,6,140.0
2003,213,2,6,225.0
2004,213,2,6,214.0
2005,213,2,6,193.0
2006,213,2,6,230.0
2007,213,2,6,213.0
2008,213,2,6,174.0
1985,208,2,6,NULL
1986,208,2,6,NULL
1987,208,2,6,NULL
1988,208,2,6,NULL
1989,208,2,6,NULL
1990,208,2,6,NULL
1991,208,2,6,NULL
1992,208,2,6,NULL
1993,208,2,6,NULL
1995,208,2,6,1.0
1996,208,2,6,72.0
1997,208,2,6,56.0
1998,208,2,6,62.0
1999,208,2,6,77.0
2000,208,2,6,76.0
2001,208,2,6,91.0
2002,208,2,6,91.0
2003,208,2,6,108.0
2004,208,2,6,106.0
2005,208,2,6,95.0
