,country,year,value,sex,age_group
36903,IE,1991,,f,65+
36904,IE,1992,,f,65+
36905,IE,1993,,f,65+
36906,IE,1994,,f,65+
36907,IE,1995,,f,65+
36908,IE,1996,,f,65+
36909,IE,1997,,f,65+
36910,IE,1998,13.0,f,65+
36911,IE,1999,13.0,f,65+
36912,IE,2000,15.0,f,65+
36913,IE,2001,5.0,f,65+
36914,IE,2002,4.0,f,65+
36915,IE,2003,10.0,f,65+
36916,IE,2004,6.0,f,65+
36917,IE,2005,8.0,f,65+
36918,IE,2006,3.0,f,65+
36919,IE,2007,4.0,f,65+
36920,IE,2008,2.0,f,65+
36921,IL,1980,,f,65+
36922,IL,1981,,f,65+
36923,IL,1982,,f,65+
36924,IL,1983,,f,65+
36925,IL,1984,,f,65+
36926,IL,1985,,f,65+
36927,IL,1986,,f,65+
36928,IL,1987,,f,65+
36929,IL,1988,,f,65+
36930,IL,1989,,f,65+
36931,IL,1990,,f,65+
36932,IL,1991,,f,65+
36933,IL,1992,,f,65+
36934,IL,1993,,f,65+
36935,IL,1994,,f,65+
36936,IL,1995,,f,65+
36937,IL,1996,18.0,f,65+
36938,IL,1997,27.0,f,65+
36939,IL,1998,26.0,f,65+
36940,IL,1999,22.0,f,65+
36941,IL,2000,25.0,f,65+
36942,IL,2001,18.0,f,65+
36943,IL,2002,16.0,f,65+
36944,IL,2003,18.0,f,65+
36945,IL,2004,11.0,f,65+
36946,IL,2005,9.0,f,65+
36947,IL,2006,7.0,f,65+
36948,IL,2007,14.0,f,65+
36949,IL,2008,19.0,f,65+
36950,IN,1980,,f,65+
36951,IN,1981,,f,65+
36952,IN,1982,,f,65+
36953,IN,1983,,f,65+
36954,IN,1984,,f,65+
36955,IN,1985,,f,65+
36956,IN,1986,,f,65+
36957,IN,1987,,f,65+
36958,IN,1988,,f,65+
36959,IN,1989,,f,65+
36960,IN,1990,,f,65+
36961,IN,1991,,f,65+
36962,IN,1992,,f,65+
36963,IN,1993,,f,65+
36964,IN,1994,,f,65+
36965,IN,1995,11.0,f,65+
36966,IN,1996,42.0,f,65+
36967,IN,1997,54.0,f,65+
36968,IN,1998,102.0,f,65+
36969,IN,1999,436.0,f,65+
36970,IN,2000,2697.0,f,65+
36971,IN,2001,1526.0,f,65+
36972,IN,2002,3814.0,f,65+
36973,IN,2003,3985.0,f,65+
36974,IN,2004,5016.0,f,65+
36975,IN,2005,5408.0,f,65+
36976,IN,2006,6417.0,f,65+
36977,IN,2007,7395.0,f,65+
36978,IN,2008,8357.0,f,65+
36979,IQ,1980,,f,65+
36980,IQ,1981,,f,65+
36981,IQ,1982,,f,65+
36982,IQ,1983,,f,65+
36983,IQ,1984,,f,65+
36984,IQ,1985,,f,65+
36985,IQ,1986,,f,65+
36986,IQ,1987,,f,65+
36987,IQ,1988,,f,65+
36988,IQ,1989,,f,65+
36989,IQ,1990,,f,65+
36990,IQ,1991,,f,65+
36991,IQ,1992,,f,65+
36992,IQ,1993,,f,65+
36993,IQ,1994,,f,65+
36994,IQ,1995,200.0,f,65+
36995,IQ,1996,,f,65+
36996,IQ,1997,192.0,f,65+
36997,IQ,1998,232.0,f,65+
36998,IQ,1999,202.0,f,65+
36999,IQ,2000,87.0,f,65+
37000,IQ,2001,86.0,f,65+
37001,IQ,2002,116.0,f,65+
37002,IQ,2003,34.0,f,65+
37003,IQ,2004,80.0,f,65+
37004,IQ,2005,80.0,f,65+
37005,IQ,2006,70.0,f,65+
37006,IQ,2007,74.0,f,65+
37007,IQ,2008,125.0,f,65+
37008,IR,1980,,f,65+
37009,IR,1981,,f,65+
37010,IR,1982,,f,65+
37011,IR,1983,,f,65+
37012,IR,1984,,f,65+
37013,IR,1985,,f,65+
37014,IR,1986,,f,65+
37015,IR,1987,,f,65+
37016,IR,1988,,f,65+
37017,IR,1989,,f,65+
37018,IR,1990,,f,65+
37019,IR,1991,,f,65+
37020,IR,1992,,f,65+
37021,IR,1993,,f,65+
37022,IR,1994,,f,65+
37023,IR,1995,788.0,f,65+
37024,IR,1996,534.0,f,65+
37025,IR,1997,582.0,f,65+
37026,IR,1998,522.0,f,65+
37027,IR,1999,637.0,f,65+
37028,IR,2000,647.0,f,65+
37029,IR,2001,693.0,f,65+
37030,IR,2002,732.0,f,65+
37031,IR,2003,776.0,f,65+
37032,IR,2004,710.0,f,65+
37033,IR,2005,701.0,f,65+
37034,IR,2006,793.0,f,65+
37035,IR,2007,813.0,f,65+
37036,IR,2008,879.0,f,65+
37037,IS,1980,,f,65+
37038,IS,1981,,f,65+
37039,IS,1982,,f,65+
37040,IS,1983,,f,65+
37041,IS,1984,,f,65+
37042,IS,1985,,f,65+
37043,IS,1986,,f,65+
37044,IS,1987,,f,65+
37045,IS,1988,,f,65+
37046,IS,1989,,f,65+
37047,IS,1990,,f,65+
37048,IS,1991,,f,65+
37049,IS,1992,,f,65+
37050,IS,1993,,f,65+
37051,IS,1994,,f,65+
37052,IS,1995,1.0,f,65+
37053,IS,1996,0.0,f,65+
37054,IS,1997,2.0,f,65+
37055,IS,1998,1.0,f,65+
37056,IS,1999,,f,65+
37057,IS,2000,,f,65+
37058,IS,2001,,f,65+
37059,IS,2002,0.0,f,65+
37060,IS,2003,0.0,f,65+
37061,IS,2004,0.0,f,65+
37062,IS,2005,0.0,f,65+
37063,IS,2006,1.0,f,65+
37064,IS,2007,2.0,f,65+
37065,IS,2008,0.0,f,65+
37066,IT,1980,,f,65+
37067,IT,1981,,f,65+
37068,IT,1982,,f,65+
37069,IT,1983,,f,65+
37070,IT,1984,,f,65+
37071,IT,1985,,f,65+
37072,IT,1986,,f,65+
37073,IT,1987,,f,65+
37074,IT,1988,,f,65+
37075,IT,1989,,f,65+
37076,IT,1990,,f,65+
37077,IT,1991,,f,65+
37078,IT,1992,,f,65+
37079,IT,1993,,f,65+
37080,IT,1994,,f,65+
37081,IT,1995,168.0,f,65+
37082,IT,1996,172.0,f,65+
37083,IT,1997,201.0,f,65+
37084,IT,1998,283.0,f,65+
37085,IT,1999,141.0,f,65+
37086,IT,2000,39.0,f,65+
37087,IT,2001,54.0,f,65+
37088,IT,2002,85.0,f,65+
37089,IT,2003,91.0,f,65+
37090,IT,2004,56.0,f,65+
37091,IT,2005,70.0,f,65+
37092,IT,2006,88.0,f,65+
37093,IT,2007,76.0,f,65+
37094,IT,2008,56.0,f,65+
37095,JM,1980,,f,65+
37096,JM,1981,,f,65+
37097,JM,1982,,f,65+
37098,JM,1983,,f,65+
37099,JM,1984,,f,65+
37100,JM,1985,,f,65+
37101,JM,1986,,f,65+
37102,JM,1987,,f,65+
37103,JM,1988,,f,65+
37104,JM,1989,,f,65+
37105,JM,1990,,f,65+
37106,JM,1991,,f,65+
37107,JM,1992,,f,65+
37108,JM,1993,,f,65+
37109,JM,1994,,f,65+
37110,JM,1995,2.0,f,65+
37111,JM,1996,1.0,f,65+
37112,JM,1997,3.0,f,65+
37113,JM,1998,2.0,f,65+
37114,JM,1999,3.0,f,65+
37115,JM,2000,1.0,f,65+
37116,JM,2001,3.0,f,65+
37117,JM,2002,0.0,f,65+
37118,JM,2003,2.0,f,65+
37119,JM,2004,1.0,f,65+
37120,JM,2005,3.0,f,65+
37121,JM,2006,1.0,f,65+
37122,JM,2007,3.0,f,65+
37123,JM,2008,6.0,f,65+
37124,JO,1980,,f,65+
37125,JO,1981,,f,65+
37126,JO,1982,,f,65+
37127,JO,1983,,f,65+
37128,JO,1984,,f,65+
37129,JO,1985,,f,65+
37130,JO,1986,,f,65+
37131,JO,1987,,f,65+
37132,JO,1988,,f,65+
37133,JO,1989,,f,65+
37134,JO,1990,,f,65+
37135,JO,1991,,f,65+
37136,JO,1992,,f,65+
37137,JO,1993,,f,65+
37138,JO,1994,,f,65+
37139,JO,1995,7.0,f,65+
37140,JO,1996,4.0,f,65+
37141,JO,1997,7.0,f,65+
37142,JO,1998,1.0,f,65+
37143,JO,1999,5.0,f,65+
37144,JO,2000,5.0,f,65+
37145,JO,2001,4.0,f,65+
37146,JO,2002,5.0,f,65+
37147,JO,2003,0.0,f,65+
37148,JO,2004,0.0,f,65+
37149,JO,2005,5.0,f,65+
37150,JO,2006,6.0,f,65+
37151,JO,2007,7.0,f,65+
37152,JO,2008,3.0,f,65+
37153,JP,1980,,f,65+
37154,JP,1981,,f,65+
37155,JP,1982,,f,65+
37156,JP,1983,,f,65+
37157,JP,1984,,f,65+
37158,JP,1985,,f,65+
37159,JP,1986,,f,65+
37160,JP,1987,,f,65+
37161,JP,1988,,f,65+
37162,JP,1989,,f,65+
37163,JP,1990,,f,65+
37164,JP,1991,,f,65+
37165,JP,1992,,f,65+
37166,JP,1993,,f,65+
37167,JP,1994,,f,65+
37168,JP,1995,2234.0,f,65+
37169,JP,1996,1974.0,f,65+
37170,JP,1997,2177.0,f,65+
37171,JP,1998,1884.0,f,65+
37172,JP,1999,2128.0,f,65+
37173,JP,2000,1958.0,f,65+
37174,JP,2001,1880.0,f,65+
37175,JP,2002,1808.0,f,65+
37176,JP,2003,1966.0,f,65+
37177,JP,2004,1861.0,f,65+
37178,JP,2005,2077.0,f,65+
37179,JP,2006,1863.0,f,65+
37180,JP,2007,1832.0,f,65+
37181,JP,2008,1872.0,f,65+
37182,KE,1980,,f,65+
37183,KE,1981,,f,65+
37184,KE,1983,,f,65+
37185,KE,1985,,f,65+
37186,KE,1986,,f,65+
37187,KE,1987,,f,65+
37188,KE,1988,,f,65+
37189,KE,1989,,f,65+
37190,KE,1990,,f,65+
37191,KE,1991,,f,65+
37192,KE,1992,,f,65+
37193,KE,1993,,f,65+
37194,KE,1994,,f,65+
37195,KE,1995,117.0,f,65+
37196,KE,1996,114.0,f,65+
37197,KE,1997,103.0,f,65+
37198,KE,1998,141.0,f,65+
37199,KE,1999,179.0,f,65+
37200,KE,2000,148.0,f,65+
37201,KE,2001,221.0,f,65+
37202,KE,2002,190.0,f,65+
37203,KE,2003,309.0,f,65+
37204,KE,2004,312.0,f,65+
37205,KE,2005,315.0,f,65+
37206,KE,2006,379.0,f,65+
37207,KE,2007,329.0,f,65+
37208,KE,2008,296.0,f,65+
37209,KG,1980,,f,65+
37210,KG,1981,,f,65+
37211,KG,1982,,f,65+
37212,KG,1983,,f,65+
37213,KG,1984,,f,65+
37214,KG,1985,,f,65+
37215,KG,1986,,f,65+
37216,KG,1987,,f,65+
37217,KG,1988,,f,65+
37218,KG,1989,,f,65+
37219,KG,1990,,f,65+
37220,KG,1991,,f,65+
37221,KG,1992,,f,65+
37222,KG,1993,,f,65+
37223,KG,1994,,f,65+
37224,KG,1995,19.0,f,65+
37225,KG,1996,31.0,f,65+
37226,KG,1997,37.0,f,65+
37227,KG,1998,9.0,f,65+
37228,KG,1999,35.0,f,65+
37229,KG,2000,29.0,f,65+
37230,KG,2001,48.0,f,65+
37231,KG,2002,67.0,f,65+
37232,KG,2003,42.0,f,65+
37233,KG,2004,72.0,f,65+
37234,KG,2005,98.0,f,65+
37235,KG,2006,65.0,f,65+
37236,KG,2007,61.0,f,65+
37237,KG,2008,62.0,f,65+
37238,KH,1980,,f,65+
37239,KH,1981,,f,65+
37240,KH,1982,,f,65+
37241,KH,1983,,f,65+
37242,KH,1984,,f,65+
37243,KH,1985,,f,65+
37244,KH,1986,,f,65+
37245,KH,1987,,f,65+
37246,KH,1988,,f,65+
37247,KH,1989,,f,65+
37248,KH,1990,,f,65+
37249,KH,1991,,f,65+
37250,KH,1992,,f,65+
37251,KH,1993,,f,65+
37252,KH,1994,,f,65+
37253,KH,1995,578.0,f,65+
37254,KH,1996,547.0,f,65+
37255,KH,1997,,f,65+
37256,KH,1998,691.0,f,65+
37257,KH,1999,852.0,f,65+
37258,KH,2000,892.0,f,65+
37259,KH,2001,829.0,f,65+
37260,KH,2002,1100.0,f,65+
37261,KH,2003,1256.0,f,65+
37262,KH,2004,1270.0,f,65+
37263,KH,2005,1573.0,f,65+
37264,KH,2006,1557.0,f,65+
37265,KH,2007,1459.0,f,65+
37266,KH,2008,1607.0,f,65+
37267,KI,1980,,f,65+
37268,KI,1981,,f,65+
37269,KI,1982,,f,65+
37270,KI,1983,,f,65+
37271,KI,1984,,f,65+
37272,KI,1985,,f,65+
37273,KI,1986,,f,65+
37274,KI,1987,,f,65+
37275,KI,1988,,f,65+
37276,KI,1989,,f,65+
37277,KI,1990,,f,65+
37278,KI,1991,,f,65+
37279,KI,1992,,f,65+
37280,KI,1993,,f,65+
37281,KI,1994,,f,65+
37282,KI,1995,,f,65+
37283,KI,1996,1.0,f,65+
37284,KI,1997,1.0,f,65+
37285,KI,1998,1.0,f,65+
37286,KI,1999,4.0,f,65+
37287,KI,2000,3.0,f,65+
37288,KI,2001,1.0,f,65+
37289,KI,2002,1.0,f,65+
37290,KI,2003,4.0,f,65+
37291,KI,2004,1.0,f,65+
37292,KI,2005,1.0,f,65+
37293,KI,2006,3.0,f,65+
37294,KI,2007,2.0,f,65+
37295,KI,2008,4.0,f,65+
37296,KM,1988,,f,65+
37297,KM,1989,,f,65+
37298,KM,1990,,f,65+
37299,KM,1991,,f,65+
37300,KM,1992,,f,65+
37301,KM,1993,,f,65+
37302,KM,1994,,f,65+
37303,KM,1995,2.0,f,65+
37304,KM,1996,3.0,f,65+
37305,KM,1997,,f,65+
37306,KM,1998,4.0,f,65+
37307,KM,1999,,f,65+
37308,KM,2000,1.0,f,65+
37309,KM,2001,0.0,f,65+
37310,KM,2002,3.0,f,65+
37311,KM,2003,1.0,f,65+
37312,KM,2004,,f,65+
37313,KM,2005,8.0,f,65+
37314,KM,2006,1.0,f,65+
37315,KM,2007,,f,65+
37316,KM,2008,2.0,f,65+
37317,KN,1980,,f,65+
37318,KN,1981,,f,65+
37319,KN,1982,,f,65+
37320,KN,1983,,f,65+
37321,KN,1984,,f,65+
37322,KN,1985,,f,65+
37323,KN,1986,,f,65+
37324,KN,1987,,f,65+
37325,KN,1988,,f,65+
37326,KN,1989,,f,65+
37327,KN,1990,,f,65+
37328,KN,1991,,f,65+
37329,KN,1992,,f,65+
37330,KN,1993,,f,65+
37331,KN,1994,,f,65+
37332,KN,1995,,f,65+
37333,KN,1996,,f,65+
37334,KN,1997,,f,65+
37335,KN,1998,,f,65+
37336,KN,1999,,f,65+
37337,KN,2000,,f,65+
37338,KN,2001,1.0,f,65+
37339,KN,2002,,f,65+
37340,KN,2003,,f,65+
37341,KN,2004,,f,65+
37342,KN,2005,,f,65+
37343,KN,2006,,f,65+
37344,KN,2007,,f,65+
37345,KN,2008,0.0,f,65+
37346,KP,1988,,f,65+
37347,KP,1996,,f,65+
37348,KP,1997,148.0,f,65+
37349,KP,1998,15.0,f,65+
37350,KP,1999,12.0,f,65+
37351,KP,2000,357.0,f,65+
37352,KP,2001,336.0,f,65+
37353,KP,2002,521.0,f,65+
37354,KP,2003,370.0,f,65+
37355,KP,2004,269.0,f,65+
37356,KP,2005,336.0,f,65+
37357,KP,2006,397.0,f,65+
37358,KP,2007,440.0,f,65+
37359,KP,2008,604.0,f,65+
37360,KR,1980,,f,65+
37361,KR,1981,,f,65+
37362,KR,1982,,f,65+
37363,KR,1983,,f,65+
37364,KR,1984,,f,65+
37365,KR,1985,,f,65+
37366,KR,1986,,f,65+
37367,KR,1987,,f,65+
37368,KR,1988,,f,65+
37369,KR,1989,,f,65+
37370,KR,1990,,f,65+
37371,KR,1991,,f,65+
37372,KR,1992,,f,65+
37373,KR,1993,,f,65+
37374,KR,1994,,f,65+
37375,KR,1995,867.0,f,65+
37376,KR,1996,839.0,f,65+
37377,KR,1997,807.0,f,65+
37378,KR,1998,912.0,f,65+
37379,KR,1999,933.0,f,65+
37380,KR,2000,795.0,f,65+
37381,KR,2001,1270.0,f,65+
37382,KR,2002,1329.0,f,65+
37383,KR,2003,1325.0,f,65+
37384,KR,2004,1516.0,f,65+
37385,KR,2005,1729.0,f,65+
37386,KR,2006,1705.0,f,65+
37387,KR,2007,1716.0,f,65+
37388,KR,2008,1889.0,f,65+
37389,KW,1980,,f,65+
37390,KW,1981,,f,65+
37391,KW,1982,,f,65+
37392,KW,1983,,f,65+
37393,KW,1984,,f,65+
37394,KW,1985,,f,65+
37395,KW,1986,,f,65+
37396,KW,1987,,f,65+
37397,KW,1988,,f,65+
37398,KW,1989,,f,65+
37399,KW,1990,,f,65+
37400,KW,1991,,f,65+
37401,KW,1992,,f,65+
37402,KW,1993,,f,65+
37403,KW,1994,,f,65+
37404,KW,1995,2.0,f,65+
37405,KW,1996,2.0,f,65+
37406,KW,1997,4.0,f,65+
37407,KW,1998,5.0,f,65+
37408,KW,1999,2.0,f,65+
37409,KW,2000,1.0,f,65+
37410,KW,2001,2.0,f,65+
37411,KW,2002,2.0,f,65+
37412,KW,2003,1.0,f,65+
37413,KW,2004,7.0,f,65+
37414,KW,2005,5.0,f,65+
37415,KW,2006,6.0,f,65+
37416,KW,2007,4.0,f,65+
37417,KW,2008,6.0,f,65+
37418,KY,1980,,f,65+
37419,KY,1981,,f,65+
37420,KY,1982,,f,65+
37421,KY,1983,,f,65+
37422,KY,1984,,f,65+
37423,KY,1985,,f,65+
37424,KY,1986,,f,65+
37425,KY,1987,,f,65+
37426,KY,1988,,f,65+
37427,KY,1989,,f,65+
37428,KY,1990,,f,65+
37429,KY,1991,,f,65+
37430,KY,1992,,f,65+
37431,KY,1993,,f,65+
37432,KY,1995,,f,65+
37433,KY,1996,,f,65+
37434,KY,1997,,f,65+
37435,KY,1998,0.0,f,65+
37436,KY,1999,0.0,f,65+
37437,KY,2000,,f,65+
37438,KY,2001,,f,65+
37439,KY,2002,,f,65+
37440,KY,2003,0.0,f,65+
37441,KY,2004,0.0,f,65+
37442,KY,2005,,f,65+
37443,KY,2006,0.0,f,65+
37444,KY,2007,0.0,f,65+
37445,KY,2008,,f,65+
37446,KZ,1980,,f,65+
37447,KZ,1981,,f,65+
37448,KZ,1982,,f,65+
37449,KZ,1983,,f,65+
37450,KZ,1984,,f,65+
37451,KZ,1985,,f,65+
37452,KZ,1986,,f,65+
37453,KZ,1987,,f,65+
37454,KZ,1988,,f,65+
37455,KZ,1989,,f,65+
37456,KZ,1990,,f,65+
37457,KZ,1991,,f,65+
37458,KZ,1992,,f,65+
37459,KZ,1993,,f,65+
37460,KZ,1994,,f,65+
37461,KZ,1995,,f,65+
37462,KZ,1996,,f,65+
37463,KZ,1997,115.0,f,65+
37464,KZ,1998,69.0,f,65+
37465,KZ,1999,136.0,f,65+
37466,KZ,2000,204.0,f,65+
37467,KZ,2001,173.0,f,65+
37468,KZ,2002,208.0,f,65+
37469,KZ,2003,,f,65+
37470,KZ,2004,189.0,f,65+
37471,KZ,2005,187.0,f,65+
37472,KZ,2006,150.0,f,65+
37473,KZ,2007,157.0,f,65+
37474,KZ,2008,185.0,f,65+
37475,LA,1980,,f,65+
37476,LA,1982,,f,65+
37477,LA,1983,,f,65+
37478,LA,1984,,f,65+
37479,LA,1985,,f,65+
37480,LA,1986,,f,65+
37481,LA,1987,,f,65+
37482,LA,1988,,f,65+
37483,LA,1989,,f,65+
37484,LA,1990,,f,65+
37485,LA,1991,,f,65+
37486,LA,1992,,f,65+
37487,LA,1993,,f,65+
37488,LA,1994,,f,65+
37489,LA,1995,26.0,f,65+
37490,LA,1996,24.0,f,65+
37491,LA,1997,54.0,f,65+
37492,LA,1998,65.0,f,65+
37493,LA,1999,90.0,f,65+
37494,LA,2000,71.0,f,65+
37495,LA,2001,71.0,f,65+
37496,LA,2002,90.0,f,65+
37497,LA,2003,98.0,f,65+
37498,LA,2004,121.0,f,65+
37499,LA,2005,178.0,f,65+
37500,LA,2006,205.0,f,65+
37501,LA,2007,207.0,f,65+
37502,LA,2008,192.0,f,65+
37503,LB,1981,,f,65+
37504,LB,1982,,f,65+
37505,LB,1983,,f,65+
37506,LB,1984,,f,65+
37507,LB,1985,,f,65+
37508,LB,1986,,f,65+
37509,LB,1987,,f,65+
37510,LB,1991,,f,65+
37511,LB,1992,,f,65+
37512,LB,1994,,f,65+
37513,LB,1995,3.0,f,65+
37514,LB,1996,4.0,f,65+
37515,LB,1997,3.0,f,65+
37516,LB,1998,3.0,f,65+
37517,LB,1999,3.0,f,65+
37518,LB,2000,6.0,f,65+
37519,LB,2001,5.0,f,65+
37520,LB,2002,3.0,f,65+
37521,LB,2003,4.0,f,65+
37522,LB,2004,4.0,f,65+
37523,LB,2005,1.0,f,65+
37524,LB,2006,1.0,f,65+
37525,LB,2007,2.0,f,65+
37526,LB,2008,2.0,f,65+
37527,LC,1980,,f,65+
37528,LC,1981,,f,65+
37529,LC,1982,,f,65+
37530,LC,1983,,f,65+
37531,LC,1984,,f,65+
37532,LC,1985,,f,65+
37533,LC,1986,,f,65+
37534,LC,1987,,f,65+
37535,LC,1988,,f,65+
37536,LC,1989,,f,65+
37537,LC,1990,,f,65+
37538,LC,1991,,f,65+
37539,LC,1992,,f,65+
37540,LC,1994,,f,65+
37541,LC,1995,,f,65+
37542,LC,1996,,f,65+
37543,LC,1997,1.0,f,65+
37544,LC,1998,1.0,f,65+
37545,LC,1999,,f,65+
37546,LC,2000,0.0,f,65+
37547,LC,2001,,f,65+
37548,LC,2002,,f,65+
37549,LC,2003,1.0,f,65+
37550,LC,2004,3.0,f,65+
37551,LC,2005,2.0,f,65+
37552,LC,2006,1.0,f,65+
37553,LC,2007,1.0,f,65+
37554,LC,2008,2.0,f,65+
37555,LK,1980,,f,65+
37556,LK,1981,,f,65+
37557,LK,1982,,f,65+
37558,LK,1983,,f,65+
37559,LK,1984,,f,65+
37560,LK,1985,,f,65+
37561,LK,1986,,f,65+
37562,LK,1987,,f,65+
37563,LK,1988,,f,65+
37564,LK,1989,,f,65+
37565,LK,1990,,f,65+
37566,LK,1991,,f,65+
37567,LK,1992,,f,65+
37568,LK,1993,,f,65+
37569,LK,1994,,f,65+
37570,LK,1995,56.0,f,65+
37571,LK,1996,62.0,f,65+
37572,LK,1997,81.0,f,65+
37573,LK,1998,87.0,f,65+
37574,LK,1999,101.0,f,65+
37575,LK,2000,113.0,f,65+
37576,LK,2001,131.0,f,65+
37577,LK,2002,107.0,f,65+
37578,LK,2003,120.0,f,65+
37579,LK,2004,102.0,f,65+
37580,LK,2005,130.0,f,65+
37581,LK,2006,129.0,f,65+
37582,LK,2007,111.0,f,65+
37583,LK,2008,133.0,f,65+
37584,LR,1980,,f,65+
37585,LR,1981,,f,65+
37586,LR,1982,,f,65+
37587,LR,1983,,f,65+
37588,LR,1985,,f,65+
37589,LR,1986,,f,65+
37590,LR,1987,,f,65+
37591,LR,1988,,f,65+
37592,LR,1992,,f,65+
37593,LR,1993,,f,65+
37594,LR,1994,,f,65+
37595,LR,1995,,f,65+
37596,LR,1996,7.0,f,65+
37597,LR,1997,,f,65+
37598,LR,1998,16.0,f,65+
37599,LR,1999,,f,65+
37600,LR,2000,16.0,f,65+
37601,LR,2001,12.0,f,65+
37602,LR,2002,26.0,f,65+
37603,LR,2003,22.0,f,65+
37604,LR,2004,42.0,f,65+
37605,LR,2005,25.0,f,65+
37606,LR,2006,68.0,f,65+
37607,LR,2007,,f,65+
37608,LR,2008,44.0,f,65+
37609,LS,1980,,f,65+
37610,LS,1981,,f,65+
37611,LS,1982,,f,65+
37612,LS,1983,,f,65+
37613,LS,1984,,f,65+
37614,LS,1985,,f,65+
37615,LS,1986,,f,65+
37616,LS,1987,,f,65+
37617,LS,1988,,f,65+
37618,LS,1989,,f,65+
37619,LS,1990,,f,65+
37620,LS,1991,,f,65+
37621,LS,1992,,f,65+
37622,LS,1993,,f,65+
37623,LS,1994,,f,65+
37624,LS,1995,19.0,f,65+
37625,LS,1996,28.0,f,65+
37626,LS,1997,23.0,f,65+
37627,LS,1998,23.0,f,65+
37628,LS,1999,,f,65+
37629,LS,2000,29.0,f,65+
37630,LS,2001,,f,65+
37631,LS,2002,17.0,f,65+
37632,LS,2003,33.0,f,65+
37633,LS,2004,36.0,f,65+
37634,LS,2005,121.0,f,65+
37635,LS,2006,125.0,f,65+
37636,LS,2007,13.0,f,65+
37637,LS,2008,54.0,f,65+
37638,LT,1980,,f,65+
37639,LT,1981,,f,65+
37640,LT,1982,,f,65+
37641,LT,1983,,f,65+
37642,LT,1984,,f,65+
37643,LT,1985,,f,65+
37644,LT,1986,,f,65+
37645,LT,1987,,f,65+
37646,LT,1988,,f,65+
37647,LT,1989,,f,65+
37648,LT,1990,,f,65+
37649,LT,1991,,f,65+
37650,LT,1992,,f,65+
37651,LT,1993,,f,65+
37652,LT,1994,,f,65+
37653,LT,1995,42.0,f,65+
37654,LT,1996,44.0,f,65+
37655,LT,1997,67.0,f,65+
37656,LT,1998,46.0,f,65+
37657,LT,1999,40.0,f,65+
37658,LT,2000,48.0,f,65+
37659,LT,2001,59.0,f,65+
37660,LT,2002,52.0,f,65+
37661,LT,2003,50.0,f,65+
37662,LT,2004,32.0,f,65+
37663,LT,2005,54.0,f,65+
37664,LT,2006,53.0,f,65+
37665,LT,2007,37.0,f,65+
37666,LT,2008,44.0,f,65+
37667,LU,1980,,f,65+
37668,LU,1981,,f,65+
37669,LU,1982,,f,65+
37670,LU,1983,,f,65+
37671,LU,1984,,f,65+
37672,LU,1985,,f,65+
37673,LU,1986,,f,65+
37674,LU,1987,,f,65+
37675,LU,1988,,f,65+
37676,LU,1989,,f,65+
37677,LU,1990,,f,65+
37678,LU,1991,,f,65+
37679,LU,1992,,f,65+
37680,LU,1993,,f,65+
37681,LU,1994,,f,65+
37682,LU,1995,,f,65+
37683,LU,1996,3.0,f,65+
37684,LU,1997,5.0,f,65+
37685,LU,1998,2.0,f,65+
37686,LU,1999,,f,65+
37687,LU,2000,,f,65+
37688,LU,2001,2.0,f,65+
37689,LU,2002,2.0,f,65+
37690,LU,2003,0.0,f,65+
37691,LU,2004,0.0,f,65+
37692,LU,2005,0.0,f,65+
37693,LU,2006,1.0,f,65+
37694,LU,2007,0.0,f,65+
37695,LU,2008,0.0,f,65+
37696,LV,1980,,f,65+
37697,LV,1981,,f,65+
37698,LV,1982,,f,65+
37699,LV,1983,,f,65+
37700,LV,1984,,f,65+
37701,LV,1985,,f,65+
37702,LV,1986,,f,65+
37703,LV,1987,,f,65+
37704,LV,1988,,f,65+
37705,LV,1989,,f,65+
37706,LV,1990,,f,65+
37707,LV,1991,,f,65+
37708,LV,1992,,f,65+
37709,LV,1993,,f,65+
37710,LV,1994,,f,65+
37711,LV,1995,29.0,f,65+
37712,LV,1996,16.0,f,65+
37713,LV,1997,14.0,f,65+
37714,LV,1998,18.0,f,65+
37715,LV,1999,18.0,f,65+
37716,LV,2000,15.0,f,65+
37717,LV,2001,20.0,f,65+
37718,LV,2002,22.0,f,65+
37719,LV,2003,26.0,f,65+
37720,LV,2004,19.0,f,65+
37721,LV,2005,12.0,f,65+
37722,LV,2006,13.0,f,65+
37723,LV,2007,9.0,f,65+
37724,LV,2008,12.0,f,65+
37725,LY,1980,,f,65+
37726,LY,1981,,f,65+
37727,LY,1982,,f,65+
37728,LY,1983,,f,65+
37729,LY,1984,,f,65+
37730,LY,1985,,f,65+
37731,LY,1986,,f,65+
37732,LY,1987,,f,65+
37733,LY,1988,,f,65+
37734,LY,1989,,f,65+
37735,LY,1990,,f,65+
37736,LY,1991,,f,65+
37737,LY,1992,,f,65+
37738,LY,1994,,f,65+
37739,LY,1995,11.0,f,65+
37740,LY,1996,11.0,f,65+
37741,LY,1998,,f,65+
37742,LY,1999,27.0,f,65+
37743,LY,2000,22.0,f,65+
37744,LY,2002,,f,65+
37745,LY,2003,21.0,f,65+
37746,LY,2004,23.0,f,65+
37747,LY,2005,20.0,f,65+
37748,LY,2006,11.0,f,65+
37749,LY,2007,11.0,f,65+
37750,LY,2008,17.0,f,65+
37751,MA,1980,,f,65+
37752,MA,1981,,f,65+
